arxiv_id,title,abstract,published_date,updated_date,primary_category,categories,authors,doi,journal_reference,pdf_link
2507.13314v1,Revisiting Reliability in the Reasoning-based Pose Estimation Benchmark,"The reasoning-based pose estimation (RPE) benchmark has emerged as a widely
adopted evaluation standard for pose-aware multimodal large language models
(MLLMs). Despite its significance, we identified critical reproducibility and
benchmark-quality issues that hinder fair and consistent quantitative
evaluations. Most notably, the benchmark utilizes different image indices from
those of the original 3DPW dataset, forcing researchers into tedious and
error-prone manual matching processes to obtain ...",2025-07-17,2025-07-17,cs.CV,"cs.CV,cs.AI",Junsu Kim; Naeun Kim; Jaeho Lee; Incheol Park; Dongyoon Han; Seungryul Baek,,,http://arxiv.org/pdf/2507.13314v1
2507.13312v1,"Bidirectional Age of Incorrect Information: A Performance Metric for
  Status Updates in Virtual Dynamic Environments","Virtual dynamic environments (VDEs) such as the Metaverse and digital twins
(DTs) require proper representation of the interacting entities to map their
characteristics within the simulated or augmented space. Keeping these
representations accurate and up-to-date is crucial for seamless interaction and
system reliability. In this paper, we propose bidirectional age of incorrect
information (BAoII) to address this aspect. BAoII quantifies the time-dependent
penalty paid by an entity in a VDE due ...",2025-07-17,2025-07-17,cs.NI,"cs.NI,cs.IT,cs.MM,math.IT",Chiara Schiavo; Manuele Favero; Alessandro Buratto; Leonardo Badia,,,http://arxiv.org/pdf/2507.13312v1
2507.13311v1,"FashionPose: Text to Pose to Relight Image Generation for Personalized
  Fashion Visualization","Realistic and controllable garment visualization is critical for fashion
e-commerce, where users expect personalized previews under diverse poses and
lighting conditions. Existing methods often rely on predefined poses, limiting
semantic flexibility and illumination adaptability. To address this, we
introduce FashionPose, the first unified text-to-pose-to-relighting generation
framework. Given a natural language description, our method first predicts a 2D
human pose, then employs a diffusion mod...",2025-07-17,2025-07-17,cs.CV,cs.CV,Chuancheng Shi; Yixiang Chen; Burong Lei; Jichao Chen,,,http://arxiv.org/pdf/2507.13311v1
2507.13310v1,"Modelling the spillover from online engagement to offline protest:
  stochastic dynamics and mean-field approximations on networks","Social media is transforming various aspects of offline life, from everyday
decisions such as dining choices to the progression of conflicts. In this
study, we propose a coupled modelling framework with an online social network
layer to analyse how engagement on a specific topic spills over into offline
protest activities. We develop a stochastic model and derive several mean-field
models of varying complexity. These models allow us to estimate the
reproductive number and anticipate when surges ...",2025-07-17,2025-07-17,physics.soc-ph,"physics.soc-ph,cs.SI,math.DS,nlin.AO,q-bio.PE",Moyi Tian; P. Jeffrey Brantingham; Nancy Rodríguez,,,http://arxiv.org/pdf/2507.13310v1
2507.13309v1,"FocusView: Understanding and Customizing Informational Video Watching
  Experiences for Viewers with ADHD","While videos have become increasingly prevalent in delivering information
across different educational and professional contexts, individuals with ADHD
often face attention challenges when watching informational videos due to the
dynamic, multimodal, yet potentially distracting video elements. To understand
and address this critical challenge, we designed \textit{FocusView}, a video
customization interface that allows viewers with ADHD to customize
informational videos from different aspects. We...",2025-07-17,2025-07-17,cs.HC,cs.HC,Hanxiu 'Hazel' Zhu; Ruijia Chen; Yuhang Zhao,,,http://arxiv.org/pdf/2507.13309v1
2507.13308v1,Simple ways of preparing qudit Dicke states,"Dicke states are permutation-invariant superpositions of qubit computational
basis states, which play a prominent role in quantum information science. We
consider here two higher-dimensional generalizations of these states: $SU(2)$
spin-$s$ Dicke states and $SU(d)$ Dicke states. We present various ways of
preparing both types of qudit Dicke states on a qudit quantum computer, using
two main approaches: a deterministic approach, based on exact canonical matrix
product state representations; and a...",2025-07-17,2025-07-17,quant-ph,quant-ph,Noah B. Kerzner; Federico Galeazzi; Rafael I. Nepomechie,,,http://arxiv.org/pdf/2507.13308v1
2507.13307v1,"Analytical Optimization for Antenna Placement in Pinching-Antenna
  Systems","As the main issue in pinching-antenna system design, antenna location
optimization is key to realizing channel reconfigurability and system
flexibility. Most existing works in this area adopt sophisticated optimization
and learning tools to identify the optimal antenna locations in a numerical
manner, where insightful understandings of the pinching antenna placement are
still missing. Motivated by this research gap, this paper aims to carry out
analytical optimization for pinching antenna placem...",2025-07-17,2025-07-17,cs.IT,"cs.IT,math.IT",Zhiguo Ding; H. Vincent Poor,,,http://arxiv.org/pdf/2507.13307v1
2507.13305v1,Boosting Team Modeling through Tempo-Relational Representation Learning,"Team modeling remains a fundamental challenge at the intersection of
Artificial Intelligence and the Social Sciences. Social Science research
emphasizes the need to jointly model dynamics and relations, while practical
applications demand unified models capable of inferring multiple team
constructs simultaneously, providing interpretable insights and actionable
recommendations to enhance team performance. However, existing works do not
meet these practical demands. To bridge this gap, we present...",2025-07-17,2025-07-17,cs.LG,cs.LG,Vincenzo Marco De Luca; Giovanna Varni; Andrea Passerini,,,http://arxiv.org/pdf/2507.13305v1
2507.13306v1,The Algebraic Structure Underlying Pole-Skipping Points,"The holographic Green's function becomes ambiguous, taking the indeterminate
form `$0/0$', at an infinite set of special frequencies and momenta known as
``pole-skipping points''. In this work, we propose that these pole-skipping
points can be used to reconstruct both the interior and exterior geometry of a
static, planar-symmetric black hole in the bulk. The entire reconstruction
procedure is fully analytical and only involves solving a system of linear
equations. We demonstrate its effectivene...",2025-07-17,2025-07-17,hep-th,hep-th,Zhenkang Lu; Cheng Ran; Shao-feng Wu,,,http://arxiv.org/pdf/2507.13306v1
2507.13304v1,Linear stability of an oceanic front at finite Rossby number,"Submesoscale currents in the ocean's mixed layer (ML), consisting of fronts,
eddies, and filaments, are characterized by order one Rossby (Ro) and
Richardson (Ri) numbers. These currents play a crucial role in mediating
vertical exchange between the surface and ocean interior and in facilitating
cross-scale energy transfers. Despite a growing understanding of their
generation mechanisms and energy pathways, two fundamental questions remain
unresolved - how does a finite Ro modify the dynamics of...",2025-07-17,2025-07-17,physics.ao-ph,physics.ao-ph,Subhajit Kar; Roy Barkan; John R. Taylor,,,http://arxiv.org/pdf/2507.13304v1
2507.13303v1,"Effect of complex orography on numerical simulations of a downburst
  event in Spain","Supercells, characterized by their deep, persistent mesocyclones, are among
the most severe convective weather systems, often associated with large hail,
damaging winds, and significant societal impacts. Accurately simulating these
events is essential for improving forecasting capabilities. This study
evaluates the performance of two different nested strategies of the
HARMONIE-AROME model in simulating a severe supercell outbreak over eastern
Iberia on July 31, 2015, where at least six confirmed...",2025-07-17,2025-07-17,physics.ao-ph,"physics.ao-ph,physics.geo-ph",Javier Diaz Fernandez; Carlos Calvo-Sancho; Mauricio López-Reyes; Mariano Sastre; Sergio Fernández-González; M. L. Martín; P. Bolgiani,10.1016/j.atmosres.2024.107821,,http://arxiv.org/pdf/2507.13303v1
2507.13302v1,"The Generative Energy Arena (GEA): Incorporating Energy Awareness in
  Large Language Model (LLM) Human Evaluations","The evaluation of large language models is a complex task, in which several
approaches have been proposed. The most common is the use of automated
benchmarks in which LLMs have to answer multiple-choice questions of different
topics. However, this method has certain limitations, being the most
concerning, the poor correlation with the humans. An alternative approach, is
to have humans evaluate the LLMs. This poses scalability issues as there is a
large and growing number of models to evaluate ma...",2025-07-17,2025-07-17,cs.AI,"cs.AI,cs.CL",Carlos Arriaga; Gonzalo Martínez; Eneko Sendin; Javier Conde; Pedro Reviriego,,,http://arxiv.org/pdf/2507.13302v1
2507.13301v1,"mNARX+: A surrogate model for complex dynamical systems using
  manifold-NARX and automatic feature selection","We propose an automatic approach for manifold nonlinear autoregressive with
exogenous inputs (mNARX) modeling that leverages the feature-based structure of
functional-NARX (F-NARX) modeling. This novel approach, termed mNARX+,
preserves the key strength of the mNARX framework, which is its expressivity
allowing it to model complex dynamical systems, while simultaneously addressing
a key limitation: the heavy reliance on domain expertise to identify relevant
auxiliary quantities and their causal ...",2025-07-17,2025-07-17,stat.CO,"stat.CO,stat.AP,stat.ML",S. Schär; S. Marelli; B. Sudret,,,http://arxiv.org/pdf/2507.13301v1
2507.13300v1,"AbGen: Evaluating Large Language Models in Ablation Study Design and
  Evaluation for Scientific Research","We introduce AbGen, the first benchmark designed to evaluate the capabilities
of LLMs in designing ablation studies for scientific research. AbGen consists
of 1,500 expert-annotated examples derived from 807 NLP papers. In this
benchmark, LLMs are tasked with generating detailed ablation study designs for
a specified module or process based on the given research context. Our
evaluation of leading LLMs, such as DeepSeek-R1-0528 and o4-mini, highlights a
significant performance gap between these m...",2025-07-17,2025-07-17,cs.CL,"cs.CL,cs.AI",Yilun Zhao; Weiyuan Chen; Zhijian Xu; Manasi Patwardhan; Yixin Liu; Chengye Wang; Lovekesh Vig; Arman Cohan,,,http://arxiv.org/pdf/2507.13300v1
2507.13299v1,The cohomological Kudla conjecture for unitary Shimura varieties,"We construct natural extensions of the Kudla--Millson generating series of
cohomology classes of special cycles in compactified unitary Shimura varieties
of signature $(n+1,1)$ and prove that they are holomorphic Hermitian modular
forms. This proves the cohomological version of a conjecture of Kudla and
Bruinier--Rosu--Zemel, in all codimensions up to the middle. We also develop
the theory of Hermitian quasi-modular forms, with a particular focus on
polynomial weighted theta functions, and prove...",2025-07-17,2025-07-17,math.NT,"math.NT,math.AG,14G35, 14M27, 11F27",François Greer; Salim Tayou,,,http://arxiv.org/pdf/2507.13299v1
2507.13298v1,Beyond the MaxCut problem in $H$-free graphs,"In a recent breakthrough, Zhang proves that if $G$ is an $H$-free graph with
$m$ edges, then $G$ has a cut of size at least $m/2+c_Hm^{0.5001}$, making a
significant step towards a well known conjecture of Alon, Bollob\'as,
Krivelevich and Sudakov. We show that the methods of Zhang can be further
boosted, and prove the following strengthening. If $G$ is a graph with $m$
edges and no clique of size $m^{1/2-\delta}$, then $G$ has a cut of size at
least $m/2+m^{1/2+\varepsilon}$ for some $\varepsil...",2025-07-17,2025-07-17,math.CO,math.CO,Zhihan Jin; Aleksa Milojević; István Tomon,,,http://arxiv.org/pdf/2507.13298v1
2507.13297v1,"The Making of a Community Dark Matter Dataset with the National Science
  Data Fabric","Dark matter is believed to constitute approximately 85 percent of the
universes matter, yet its fundamental nature remains elusive. Direct detection
experiments, though globally deployed, generate data that is often locked
within custom formats and non-reproducible software stacks, limiting
interdisciplinary analysis and innovation. This paper presents a collaboration
between the National Science Data Fabric (NSDF) and dark matter researchers to
improve accessibility, usability, and scientific v...",2025-07-17,2025-07-17,hep-ex,"hep-ex,physics.data-an,D.4.3; H.3.3; H.3.7; H.5.2",Amy Roberts; Jack Marquez; Kin Hong NG; Kitty Mickelson; Aashish Panta; Giorgio Scorzelli; Amy Gooch; Prisca Cushman; Matthew Fritts; Himangshu Neog; Valerio Pascucci; Michela Taufer,,,http://arxiv.org/pdf/2507.13297v1
2507.13296v1,Efficiently Constructing Sparse Navigable Graphs,"Graph-based nearest neighbor search methods have seen a surge of popularity
in recent years, offering state-of-the-art performance across a wide variety of
applications. Central to these methods is the task of constructing a sparse
navigable search graph for a given dataset endowed with a distance function.
Unfortunately, doing so is computationally expensive, so heuristics are
universally used in practice.
  In this work, we initiate the study of fast algorithms with provable
guarantees for sea...",2025-07-17,2025-07-17,cs.DS,"cs.DS,cs.DB,cs.IR",Alex Conway; Laxman Dhulipala; Martin Farach-Colton; Rob Johnson; Ben Landrum; Christopher Musco; Yarin Shechter; Torsten Suel; Richard Wen,,,http://arxiv.org/pdf/2507.13296v1
2507.13295v1,Local nanoscale probing of electron spins using NV centers in diamond,"Substitutional nitrogen atoms in a diamond crystal (P1 centers) are, on one
hand, a resource for creation of nitrogen-vacancy (NV) centers, that have been
widely employed as nanoscale quantum sensors. On the other hand, P1's electron
spin is a source of paramagnetic noise that degrades the NV's performance by
shortening its coherence time. Accurate quantification of nitrogen
concentration is therefore essential for optimizing diamond-based quantum
devices. However, bulk characterization methods ...",2025-07-17,2025-07-17,quant-ph,"quant-ph,cond-mat.other",Sergei Trofimov; Christos Thessalonikios; Victor Deinhart; Alexander Spyrantis; Lucas Tsunaki; Kseniia Volkova; Katja Höflich; Boris Naydenon,,,http://arxiv.org/pdf/2507.13295v1
2507.13294v1,"A Framework of Distributed Source Encryption using Mutual Information
  Security Criterion and the Strong Converse Theorem","We reinvestigate the general distributed secure source coding based on the
common key cryptosystem proposed by Oohama and Santoso (ITW 2021). They
proposed a framework of distributed source encryption and derived the necessary
and sufficient conditions to have reliable and secure transmission. However,
the bounds of the rate region, which specifies both necessary and sufficient
conditions to have reliable and secure transmission under the proposed
cryptosystem, were derived based on a self-tailo...",2025-07-17,2025-07-17,cs.IT,"cs.IT,math.IT",Yasutada Oohama; Bagus Santoso,,,http://arxiv.org/pdf/2507.13294v1
2507.13293v1,$GW$+2SOSEX self-energy made positive semi-definite,"The formulation of vertex corrections beyond the $GW$ approximation within
the framework of perturbation theory is a subtle and challenging task, which
accounts for the wide variety of schemes proposed over the years. Exact
self-energies are required to satisfy the mathematical condition of positive
semi-definiteness. The $GW$ self-energy fulfills this property, but the vast
majority of the vertex-corrected self-energy approximations do not. In this
study, we devise a positive semi-definite exte...",2025-07-17,2025-07-17,physics.chem-ph,"physics.chem-ph,physics.comp-ph",Fabien Bruneval; Arno Förster; Yaroslav Pavlyukh,,,http://arxiv.org/pdf/2507.13293v1
2507.13292v1,DiffClean: Diffusion-based Makeup Removal for Accurate Age Estimation,"Accurate age verification can protect underage users from unauthorized access
to online platforms and e-commerce sites that provide age-restricted services.
However, accurate age estimation can be confounded by several factors,
including facial makeup that can induce changes to alter perceived identity and
age to fool both humans and machines. In this work, we propose DiffClean which
erases makeup traces using a text-guided diffusion model to defend against
makeup attacks. DiffClean improves age...",2025-07-17,2025-07-17,cs.CV,cs.CV,Ekta Balkrishna Gavas; Chinmay Hegde; Nasir Memon; Sudipta Banerjee,,,http://arxiv.org/pdf/2507.13292v1
2507.13291v1,"Systematic study of the validity of the eikonal model including
  uncertainties","Nuclear reactions at intermediate beam energies are often interpreted using
the eikonal model. In the analysis of complex reaction probes, where few-body
reaction methods are needed, the eikonal method may be used as an efficient way
for describing the fragment-target reaction process. In this work, we perform a
systematic study to test the validity of the eikonal approximation for
nucleon-nucleus reactions. We also quantify uncertainties due to the nucleon
optical potential on reaction observab...",2025-07-17,2025-07-17,nucl-th,nucl-th,Daniel Shiu; Chloë Hebborn; Filomena M. Nunes,,,http://arxiv.org/pdf/2507.13291v1
2507.13290v1,"Towards Formal Verification of LLM-Generated Code from Natural Language
  Prompts","In the past few years LLMs have emerged as a tool that can aid programmers by
taking natural language descriptions and generating code based on it. However,
LLMs often generate incorrect code that users need to fix and the literature
suggests users often struggle to detect these errors. In this work we seek to
offer formal guarantees of correctness to LLM generated code; such guarantees
could improve the experience of using AI Code Assistants and potentially enable
natural language programming f...",2025-07-17,2025-07-17,cs.PL,"cs.PL,cs.AI",Aaron Councilman; David Fu; Aryan Gupta; Chengxiao Wang; David Grove; Yu-Xiong Wang; Vikram Adve,,,http://arxiv.org/pdf/2507.13290v1
2507.13289v1,The Directed Spanning Forest: coalescence versus dimension,"For $p\in[1,\infty]$, the $\ell^p$ directed spanning forest (DSF) of
dimension $d\geq 2$ is an oriented random geometric graph whose vertex set is
given by a homogeneous Poisson point process $\mathcal N$ on $\mathbb R^d$ and
whose edges consist of all pairs $(x, y)\in\mathcal N^2$ such that $y$ is the
closest point to $x$ in $\mathcal N$ for the $\ell^p$ distance among points
with a strictly larger $e_d$ coordinate. First introduced by Baccelli and
Bordenave in 2007 in the case $p=d=2$, this gr...",2025-07-17,2025-07-17,math.PR,"math.PR,60D05",Tom Garcia-Sanchez,,,http://arxiv.org/pdf/2507.13289v1
2507.13288v1,"Suppression of the charge fluctuations by nonlocal correlations close to
  the Mott transition","In this paper, we investigate the impact of nonlocal correlations on charge
fluctuations in the two-dimensional single-band Hubbard model close to the Mott
metal-to-insulator transition. At half-filling and for interaction strengths
and temperatures where the system is in the Mott insulating phase, charge
fluctuations are strongly suppressed. Under these conditions, dynamical
mean-field theory (DMFT) calculations predict a strong enhancement of the
charge susceptibility at small (electron or hol...",2025-07-17,2025-07-17,cond-mat.str-el,cond-mat.str-el,Irakli Titvinidze; Julian Stobbe; Marvin Leusch; Georg Rohringer,,,http://arxiv.org/pdf/2507.13288v1
2507.13287v1,Optimal Empirical Risk Minimization under Temporal Distribution Shifts,"Temporal distribution shifts pose a key challenge for machine learning models
trained and deployed in dynamically evolving environments. This paper
introduces RIDER (RIsk minimization under Dynamically Evolving Regimes) which
derives optimally-weighted empirical risk minimization procedures under
temporal distribution shifts. Our approach is theoretically grounded in the
random distribution shift model, where random shifts arise as a superposition
of numerous unpredictable changes in the data-ge...",2025-07-17,2025-07-17,stat.ME,"stat.ME,cs.LG",Yujin Jeong; Ramesh Johari; Dominik Rothenhäusler; Emily Fox,,,http://arxiv.org/pdf/2507.13287v1
2507.13286v1,"Privacy-Preserving Fusion for Multi-Sensor Systems Under Multiple Packet
  Dropouts","Wireless sensor networks (WSNs) are critical components in modern
cyber-physical systems, enabling efficient data collection and fusion through
spatially distributed sensors. However, the inherent risks of eavesdropping and
packet dropouts in such networks pose significant challenges to secure state
estimation. In this paper, we address the privacy-preserving fusion estimation
(PPFE) problem for multi-sensor systems under multiple packet dropouts and
eavesdropping attacks. To mitigate these issu...",2025-07-17,2025-07-17,eess.SY,"eess.SY,cs.SY",Jie Huang; Jason J. R. Liu,,,http://arxiv.org/pdf/2507.13286v1
2507.13285v1,Multi-Agent Synergy-Driven Iterative Visual Narrative Synthesis,"Automated generation of high-quality media presentations is challenging,
requiring robust content extraction, narrative planning, visual design, and
overall quality optimization. Existing methods often produce presentations with
logical inconsistencies and suboptimal layouts, thereby struggling to meet
professional standards. To address these challenges, we introduce RCPS
(Reflective Coherent Presentation Synthesis), a novel framework integrating
three key components: (1) Deep Structured Narrati...",2025-07-17,2025-07-17,cs.CL,"cs.CL,68T50, 68T07,I.2.7; I.2.11; H.5.2",Wang Xi; Quan Shi; Tian Yu; Yujie Peng; Jiayi Sun; Mengxing Ren; Zenghui Ding; Ningguang Yao,,,http://arxiv.org/pdf/2507.13285v1
2507.13284v1,"Well-balanced path-conservative discontinuous Galerkin methods with
  equilibrium preserving space for shallow water linearized moment equations","This paper presents high-order, well-balanced, path-conservative
discontinuous Galerkin (DG) methods for the shallow water linearized moment
equations (SWLME), designed to preserve both still and moving water equilibrium
states. Unlike the multi-layer shallow water equations, which model vertical
velocity variations using multiple distinct layers, the SWLME employs a
polynomial expansion of velocity profiles with up to $N$ moments. This approach
enables a more detailed representation of vertical...",2025-07-17,2025-07-17,math.NA,"math.NA,cs.NA",Ruilin Fan; Julian Koellermeier; Yinhua Xia; Yan Xu; Jiahui Zhang,,,http://arxiv.org/pdf/2507.13284v1
2507.13283v1,Stochastic Weakly Convex Optimization Under Heavy-Tailed Noises,"An increasing number of studies have focused on stochastic first-order
methods (SFOMs) under heavy-tailed gradient noises, which have been observed in
the training of practical deep learning models. In this paper, we focus on two
types of gradient noises: one is sub-Weibull noise, and the other is noise
under the assumption that it has a bounded $p$-th central moment ($p$-BCM) with
$p\in (1, 2]$. The latter is more challenging due to the occurrence of infinite
variance when $p\in (1, 2)$. Under ...",2025-07-17,2025-07-17,math.OC,"math.OC,cs.LG,stat.ML",Tianxi Zhu; Yi Xu; Xiangyang Ji,,,http://arxiv.org/pdf/2507.13283v1
2507.13282v1,Solving SAT By Computing A Stable Set Of Points In Clusters,"Earlier we introduced the notion of a stable set of points (SSP). We proved
that a CNF formula is unsatisfiable iff there is a set of points (i.e. complete
assignments) that is stable with respect to this formula. Experiments showed
that SSPs for CNF formulas of practical interest are very large. So computing
an SSP for a CNF formula point by point is, in general, infeasible. In this
report, we show how an SSP can be computed in clusters, each cluster being a
large set of points that are process...",2025-07-17,2025-07-17,cs.LO,cs.LO,Eugene Goldberg,,,http://arxiv.org/pdf/2507.13282v1
2507.13281v1,WIP: Turning Fake Chips into Learning Opportunities,"This work-in-progress paper presents a case study in which counterfeit TL074
operational amplifiers, discovered in a junior level electronics course, became
the basis for a hands on learning experience. Counterfeit integrated circuits
(IC) are increasingly common, posing a significant threat to the integrity of
undergraduate electronics laboratories. Instead of simply replacing the
counterfeit components, we turned the issue into a teaching moment. Students
engaged in hands-on diagnostics measur...",2025-07-17,2025-07-17,cs.AR,cs.AR,Haniye Mehraban; Saad Azmeen-ur-Rahman; John Hu,,,http://arxiv.org/pdf/2507.13281v1
2507.13280v1,"Algebraic Exceptional Set of a Three-Component Curve on Hirzebruch
  Surfaces","We study the algebraic exceptional set of a three-component curve $B$ with
normal crossings on a Hirzebruch surface $\mathbb{F}_e$. If
$K_{\mathbb{F}_{e}}+B$ is big and no component of $B$ is a fiber or the
rational curve with negative self-intersection, we prove that the algebraic
exceptional set is finite, and in most cases give it an effective bound. We
also prove that the algebraic exceptional set coincides with the set of curves
that are hyper-bitangent to $B$.",2025-07-17,2025-07-17,math.AG,"math.AG,14H20, 14H45, 14J26",Wei Chen,,,http://arxiv.org/pdf/2507.13280v1
2507.13278v1,The pulsar wind nebula around B1853+01 in X-rays,"We report on the results of a comprehensive analysis of X-ray observations
carried out with \textit{Chandra}, \textit{XMM-Newton} and \textit{NuSTAR} of
the pulsar wind nebula (PWN) associated with PSR B1853+01, located inside the
W44 supernova remnant (SNR). Previous X-ray observations unveiled the presence
of a fast-moving pulsar, PSR B1853+01, located at the southern edge of the W44
thermal X-ray emission region, as well as an elongated tail structure trailing
the pulsar. Our analysis reveals...",2025-07-17,2025-07-17,astro-ph.HE,astro-ph.HE,Xiying Zhang; Pol Bordas; Samar Safi-Harb; Kazushi Iwasawa,,,http://arxiv.org/pdf/2507.13278v1
2507.13277v1,"Evaluating Reinforcement Learning Algorithms for Navigation in Simulated
  Robotic Quadrupeds: A Comparative Study Inspired by Guide Dog Behaviour","Robots are increasingly integrated across industries, particularly in
healthcare. However, many valuable applications for quadrupedal robots remain
overlooked. This research explores the effectiveness of three reinforcement
learning algorithms in training a simulated quadruped robot for autonomous
navigation and obstacle avoidance. The goal is to develop a robotic guide dog
simulation capable of path following and obstacle avoidance, with long-term
potential for real-world assistance to guide do...",2025-07-17,2025-07-17,cs.RO,"cs.RO,cs.AI,cs.LG",Emma M. A. Harrison,,,http://arxiv.org/pdf/2507.13277v1
2507.13276v1,"Decay and lifetime of oscillons coupled to an external scalar field:
  Insights from instability band analysis","Oscillons are long-lived, spherically symmetric solitons that can arise in
real scalar field theories with potentials shallower than quadratic ones. They
are considered to form via parametric resonance during the preheating stage
after inflation and have extended lifetimes. However, the estimation of their
lifespan becomes complicated when taking into account the interactions between
the inflaton field and other fields, as naturally expected in realistic
reheating scenarios. In this study, we in...",2025-07-17,2025-07-17,hep-ph,"hep-ph,astro-ph.CO,gr-qc,hep-th",Siyao Li; Masahide Yamaguchi; Ying-li Zhang,,,http://arxiv.org/pdf/2507.13276v1
2507.13275v1,"Overview of the TalentCLEF 2025: Skill and Job Title Intelligence for
  Human Capital Management","Advances in natural language processing and large language models are driving
a major transformation in Human Capital Management, with a growing interest in
building smart systems based on language technologies for talent acquisition,
upskilling strategies, and workforce planning. However, the adoption and
progress of these technologies critically depend on the development of reliable
and fair models, properly evaluated on public data and open benchmarks, which
have so far been unavailable in th...",2025-07-17,2025-07-17,cs.CL,"cs.CL,cs.AI,cs.IR",Luis Gasco; Hermenegildo Fabregat; Laura García-Sardiña; Paula Estrella; Daniel Deniz; Alvaro Rodrigo; Rabih Zbib,,,http://arxiv.org/pdf/2507.13275v1
2507.13274v1,"Analysis Theory of Data Economy: Dataization, Technological Progress and
  Dynamic General Equilibrium","This paper constructs a clean and efficient representative agent model of the
data economy from a macroeconomics perspective, in order to analyze the impact
of datatization and technological progress on the dynamic general equilibrium
of 'consumption-capital', and the catalysis effect of datatization on
technological progress. We first set the data in production comes from
datatization of the total output of the society and is exponentially
functionally related to the technology. Secondly, the d...",2025-07-17,2025-07-17,econ.TH,econ.TH,Yongheng Hu,,,http://arxiv.org/pdf/2507.13274v1
2507.13273v1,An Iterative Approach to the Complex Monge-Ampère Eigenvalue Problem,"We present an iterative approach to approximate the solution to the Dirichlet
complex Monge-Amp\`ere eigenvalue problem on a bounded strictly pseudoconvex
domain in $\C^n$. This approach is inspired by a similar approach initiated by
F. Abedin, J. Kitagawa who considered the real Monge-Amp\`ere operator on a
strictly convex domain in $\R^N$.",2025-07-17,2025-07-17,math.CV,"math.CV,math.AP,31C45, 32U15, 32U40, 32W20, 35J66, 35J96",Ahmed Zeriahi,,,http://arxiv.org/pdf/2507.13273v1
2507.13272v1,Power in Sharing Networks with a priori Unions,"We introduce and analyze a novel family of power indices tailored for sharing
networks in technological markets, where firms operate competitively within,
but not across, distinct industrial sectors. In these settings, inter-firm
collaboration structures emerge from formal technology licensing agreements.
The proposed indices are defined over graphs with a priori unions and combine
two key centrality measures - degree-based and rescaled eigenvector centrality
- modulated by positive market coeff...",2025-07-17,2025-07-17,econ.TH,"econ.TH,math.CO,91A12, 91A43",Michele Aleandri; Francesco Ciardiello; Andrea Di Liddo,,,http://arxiv.org/pdf/2507.13272v1
2507.13271v1,Natural Hyperbolicity of Hexagonal Boron Nitride in the Deep Ultraviolet,"Hyperbolic media enable unique optical phenomena including hyperlensing,
negative refraction, enhanced photonic density of states (PDOS), and highly
confined polaritons. While most hyperbolic media are artificially engineered
metamaterials, certain natural materials with extreme anisotropy can exhibit
hyperbolic dispersion. Here, we report the first observation of natural
hyperbolic dispersion in hexagonal boron nitride (hBN) in the deep-ultraviolet
(DUV) regime, induced by strong, anisotropic e...",2025-07-17,2025-07-17,physics.optics,"physics.optics,physics.app-ph",Bongjun Choi; Jason Lynch; Wangleong Chen; Seong-Joon Jeon; Hyungseob Cho; Kyungmin Yang; Jonghwan Kim; Nader Engheta; Deep Jariwala,,,http://arxiv.org/pdf/2507.13271v1
2507.13270v1,"A variationally consistent and asymptotically convergent phase-field
  model for solute precipitation and dissolution","We propose a novel phase-field model for solute precipitation and dissolution
in liquid solutions. Unlike in previous studies with similar scope, in our
model the two non-linear coupled governing equations of the problem, which
deliver the solute ion concentration and the phase-field variable, are derived
in a variationally consistent way starting from a free energy functional of
Modica-Mortola type. The phase-field variable is assumed to follow the
non-conservative Allen-Cahn evolution law, whe...",2025-07-17,2025-07-17,physics.comp-ph,physics.comp-ph,Andrea Lamperti; Laura De Lorenzis,,,http://arxiv.org/pdf/2507.13270v1
2507.13269v1,Two-sided heat kernel bounds for $\sqrt{8/3}$-Liouville Brownian motion,"Liouville Brownian motion (LBM) is the canonical diffusion process on a
Liouville quantum gravity (LQG) surface. In this work, we establish upper and
lower bounds for the heat kernel for LBM when $\gamma=\sqrt{8/3}$ in terms of
the $\sqrt{8/3}$-LQG metric which are sharp up to a polylogarithmic factor in
the exponential.",2025-07-17,2025-07-17,math.PR,"math.PR,math-ph,math.CV,math.MP",Sebastian Andres; Naotaka Kajino; Konstantinos Kavvadias; Jason Miller,,,http://arxiv.org/pdf/2507.13269v1
2507.13268v1,"Partial decidability protocol for the Wang tiling problem from
  statistical mechanics and chaotic mapping","We introduce a partial decidability protocol for the Wang tiling problem
(which is the prototype of undecidable problems in combinatorics and
statistical physics) by constructing a suitable mapping from tilings of finite
squares of different sizes. Such mapping depends on the initial family of Wang
tiles (the alphabet) with which one would like to tile the plane. This allows
to define effective entropy and temperature associated to the alphabet
(together with the corresponding partition function...",2025-07-17,2025-07-17,cond-mat.stat-mech,"cond-mat.stat-mech,cs.IT,hep-th,math.IT,math.LO",Fabrizio Canfora; Marco Cedeno,,,http://arxiv.org/pdf/2507.13268v1
