arxiv_id,title,abstract,published_date,updated_date,primary_category,categories,authors,doi,journal_reference,pdf_link
2507.13267v1,On the Turánability and tileability of oriented graphs,"An oriented graph $H$ is Tur\'anable (resp. tileable) if there exist $n_0 \in
\mathbb{N}$ such that every regular tournament on $n \ge n_0$ vertices contains
a copy of $H$ (resp. a perfect $H$-tiling). We disprove a conjectured
characterization of Tur\'anable oriented graphs by DeBiasio, Han, Lo, Molla,
Piga, and Treglown, show that there are Tur\'anable oriented graphs which are
not tileable, and provide a new example of tileable oriented graph.",2025-07-17,2025-07-17,math.CO,math.CO,Igor Araujo; Zimu Xiang,,,http://arxiv.org/pdf/2507.13267v1
2507.13266v1,QuestA: Expanding Reasoning Capacity in LLMs via Question Augmentation,"Reinforcement learning (RL) has become a key component in training large
language reasoning models (LLMs). However, recent studies questions its
effectiveness in improving multi-step reasoning-particularly on hard problems.
To address this challenge, we propose a simple yet effective strategy via
Question Augmentation: introduce partial solutions during training to reduce
problem difficulty and provide more informative learning signals. Our method,
QuestA, when applied during RL training on math...",2025-07-17,2025-07-17,cs.CL,"cs.CL,cs.AI,68T50",Jiazheng Li; Hong Lu; Kaiyue Wen; Zaiwen Yang; Jiaxuan Gao; Hongzhou Lin; Yi Wu; Jingzhao Zhang,,,http://arxiv.org/pdf/2507.13266v1
2507.13265v1,"Transient-Stability-Aware Frequency Provision in IBR-Rich Grids via
  Information Gap Decision Theory and Deep Learning","This paper introduces a framework to address the critical loss of transient
stability caused by reduced inertia in grids with high inverter-based resource
(IBR) penetration. The proposed method integrates a predictive deep learning
(DL) model with information gap decision theory (IGDT) to create a risk-averse
dispatch strategy. By reformulating the conventional virtual inertia scheduling
(VIS) problem, the framework uses early predictions of post-fault dynamics to
proactively redispatch resource...",2025-07-17,2025-07-17,eess.SY,"eess.SY,cs.SY",Amin Masoumi; Mert Korkali,,,http://arxiv.org/pdf/2507.13265v1
2507.13264v1,Voxtral,"We present Voxtral Mini and Voxtral Small, two multimodal audio chat models.
Voxtral is trained to comprehend both spoken audio and text documents,
achieving state-of-the-art performance across a diverse range of audio
benchmarks, while preserving strong text capabilities. Voxtral Small
outperforms a number of closed-source models, while being small enough to run
locally. A 32K context window enables the model to handle audio files up to 40
minutes in duration and long multi-turn conversations. ...",2025-07-17,2025-07-17,cs.SD,"cs.SD,cs.AI,eess.AS",Alexander H. Liu; Andy Ehrenberg; Andy Lo; Clément Denoix; Corentin Barreau; Guillaume Lample; Jean-Malo Delignon; Khyathi Raghavi Chandu; Patrick von Platen; Pavankumar Reddy Muddireddy; Sanchit Gandhi; Soham Ghosh; Srijan Mishra; Thomas Foubert; Abhinav Rastogi; Adam Yang; Albert Q. Jiang; Alexandre Sablayrolles; Amélie Héliou; Amélie Martin; Anmol Agarwal; Antoine Roux; Arthur Darcet; Arthur Mensch; Baptiste Bout; Baptiste Rozière; Baudouin De Monicault; Chris Bamford; Christian Wallenwein; Christophe Renaudin; Clémence Lanfranchi; Darius Dabert; Devendra Singh Chaplot; Devon Mizelle; Diego de las Casas; Elliot Chane-Sane; Emilien Fugier; Emma Bou Hanna; Gabrielle Berrada; Gauthier Delerce; Gauthier Guinet; Georgii Novikov; Guillaume Martin; Himanshu Jaju; Jan Ludziejewski; Jason Rute; Jean-Hadrien Chabran; Jessica Chudnovsky; Joachim Studnia; Joep Barmentlo; Jonas Amar; Josselin Somerville Roberts; Julien Denize; Karan Saxena; Karmesh Yadav; Kartik Khandelwal; Kush Jain; Lélio Renard Lavaud; Léonard Blier; Lingxiao Zhao; Louis Martin; Lucile Saulnier; Luyu Gao; Marie Pellat; Mathilde Guillaumin; Mathis Felardos; Matthieu Dinot; Maxime Darrin; Maximilian Augustin; Mickaël Seznec; Neha Gupta; Nikhil Raghuraman; Olivier Duchenne; Patricia Wang; Patryk Saffer; Paul Jacob; Paul Wambergue; Paula Kurylowicz; Philomène Chagniot; Pierre Stock; Pravesh Agrawal; Rémi Delacourt; Romain Sauvestre; Roman Soletskyi; Sagar Vaze; Sandeep Subramanian; Saurabh Garg; Shashwat Dalal; Siddharth Gandhi; Sumukh Aithal; Szymon Antoniak; Teven Le Scao; Thibault Schueller; Thibaut Lavril; Thomas Robert; Thomas Wang; Timothée Lacroix; Tom Bewley; Valeriia Nemychnikova; Victor Paltz; Virgile Richard; Wen-Ding Li; William Marshall; Xuanyu Zhang; Yihan Wan; Yunhao Tang,,,http://arxiv.org/pdf/2507.13264v1
2507.13263v1,Merge Kernel for Bayesian Optimization on Permutation Space,"Bayesian Optimization (BO) algorithm is a standard tool for black-box
optimization problems. The current state-of-the-art BO approach for permutation
spaces relies on the Mallows kernel-an $\Omega(n^2)$ representation that
explicitly enumerates every pairwise comparison. Inspired by the close
relationship between the Mallows kernel and pairwise comparison, we propose a
novel framework for generating kernel functions on permutation space based on
sorting algorithms. Within this framework, the Mal...",2025-07-17,2025-07-17,cs.LG,"cs.LG,cs.AI",Zikai Xie; Linjiang Chen,,,http://arxiv.org/pdf/2507.13263v1
2507.13262v1,Homogenization of nonlocal exchange energies in micromagnetics,"We study the homogenization of nonlocal micromagnetic functionals
incorporating both symmetric and antisymmetric exchange contributions under the
physical constraint that the magnetization field takes values in the unit
sphere. Assuming that the nonlocal interaction range and the scale of
heterogeneities vanish simultaneously, we capture the asymptotic behavior of
the nonlocal energies by identifying their $\Gamma$-limit, leading to an
effective local functional expressed through a tangentially ...",2025-07-17,2025-07-17,math.AP,"math.AP,49J45, 35B27, 47G20",Rossella Giorgio; Leon Happ; Hidde Schönberger,,,http://arxiv.org/pdf/2507.13262v1
2507.13261v1,"State transfer analysis for linear spin chains with non-uniform on-site
  energies","High fidelity state transfer is an important ingredient of distributed
quantum information processing. We present and analyse results on perfect and
quasi-perfect state transfer with linear spin chains incorporating non-uniform
on-site energies. The motivation is maintenance of coupling uniformity, which
could be beneficial for some physical implementations. We relate this coupling
uniformity to a particle in a discrete potential analogue. Our analysis further
considers the statistical variation...",2025-07-17,2025-07-17,quant-ph,"quant-ph,cond-mat.other,physics.comp-ph",Chad C. Nelmes; Irene D'Amico; Timothy P. Spiller,,,http://arxiv.org/pdf/2507.13261v1
2507.13260v1,"Efficient Adaptation of Pre-trained Vision Transformer underpinned by
  Approximately Orthogonal Fine-Tuning Strategy","A prevalent approach in Parameter-Efficient Fine-Tuning (PEFT) of pre-trained
Vision Transformers (ViT) involves freezing the majority of the backbone
parameters and solely learning low-rank adaptation weight matrices to
accommodate downstream tasks. These low-rank matrices are commonly derived
through the multiplication structure of down-projection and up-projection
matrices, exemplified by methods such as LoRA and Adapter. In this work, we
observe an approximate orthogonality among any two row...",2025-07-17,2025-07-17,cs.CV,"cs.CV,cs.AI",Yiting Yang; Hao Luo; Yuan Sun; Qingsen Yan; Haokui Zhang; Wei Dong; Guoqing Wang; Peng Wang; Yang Yang; Hengtao Shen,,,http://arxiv.org/pdf/2507.13260v1
2507.13259v1,On Accelerated Mixing of the No-U-turn Sampler,"Recent progress on the theory of variational hypocoercivity established that
Randomized Hamiltonian Monte Carlo -- at criticality -- can achieve pronounced
acceleration in its convergence and hence sampling performance over diffusive
dynamics. Manual critical tuning being unfeasible in practice has motivated
automated algorithmic solutions, notably the No-U-turn Sampler. Beyond its
empirical success, a rigorous study of this method's ability to achieve
accelerated convergence has been missing. W...",2025-07-17,2025-07-17,math.ST,"math.ST,math.PR,stat.CO,stat.ML,stat.TH",Stefan Oberdörster,,,http://arxiv.org/pdf/2507.13259v1
2507.13258v1,"Impact of particle-size polydispersity on the quality of thin-film
  colloidal crystals","Size polydispersity in colloidal particles can disrupt order in their
self-assembly, ultimately leading to a complete suppression of crystallization.
In contrast to various computational studies, few experimental studies
systematically address the effects of size polydispersity on the quality of
colloidal crystals. We present an experimental study of structural order in
thin films of crystals vertically dried from colloidal dispersions with a
systematically varying polydispersity. As expected, a...",2025-07-17,2025-07-17,cond-mat.soft,cond-mat.soft,Mariam Arif; Andrew B. Schofield; Fraser H. J. Laidlaw; Wilson C. K. Poon; Job H. J. Thijssen,,,http://arxiv.org/pdf/2507.13258v1
2507.13257v1,The Snapshot Problem for the Euler-Poisson-Darboux Equation,"The generalized Euler-Poisson-Darboux (EPD) equation with complex parameter
$\alpha$ is given by $$ \Delta_x u=\frac{\partial^2 u}{\partial
t^2}+\frac{n-1+2\alpha}{t}\,\frac{\partial u}{\partial t}, $$ where $u(x,t)\in
\mathscr E(\mathbb R^n\times \mathbb R)$, with $u$ even in $t$. For $\alpha=0$
and $\alpha=1$ the solution $u(x,t)$ represents a mean value over spheres and
balls, respectively, of radius $|t|$ in $\mathbb R^n$. In this paper we
consider existence and uniqueness results for the fo...",2025-07-17,2025-07-17,math.AP,"math.AP,35L05 (Primary), 58J45 (Secondary), 43A85 (Secondary)",Fulton Gonzalez; Jue Wang; Jens Christensen; Tomoyuki Kakehi,,,http://arxiv.org/pdf/2507.13257v1
2507.13256v1,BSDE Approach for $α$-Potential Stochastic Differential Games,"In this paper, we examine a class of $\alpha$-potential stochastic
differential games with random coefficients via the backward stochastic
differential equations (BSDEs) approach. Specifically, we show that the first
and second order linear derivatives of the objective function for each player
can be expressed through the corresponding first and second-order adjoint
equations, which leads to rigorous estimates for $\alpha$. We illustrate the
dependence of $\alpha$ on game characteristics through...",2025-07-17,2025-07-17,math.OC,"math.OC,math.PR",Xin Guo; Xun Li; Liangquan Zhang,,,http://arxiv.org/pdf/2507.13256v1
2507.13255v1,Automating Steering for Safe Multimodal Large Language Models,"Recent progress in Multimodal Large Language Models (MLLMs) has unlocked
powerful cross-modal reasoning abilities, but also raised new safety concerns,
particularly when faced with adversarial multimodal inputs. To improve the
safety of MLLMs during inference, we introduce a modular and adaptive
inference-time intervention technology, AutoSteer, without requiring any
fine-tuning of the underlying model. AutoSteer incorporates three core
components: (1) a novel Safety Awareness Score (SAS) that a...",2025-07-17,2025-07-17,cs.CL,"cs.CL,cs.AI,cs.IR,cs.LG,cs.MM",Lyucheng Wu; Mengru Wang; Ziwen Xu; Tri Cao; Nay Oo; Bryan Hooi; Shumin Deng,,,http://arxiv.org/pdf/2507.13255v1
2507.13254v1,"High-precision baryon number cumulants from lattice QCD in a finite box:
  cumulant ratios, Lee-Yang zeros and critical endpoint predictions","We have performed high-statistics lattice simulations using 4HEX improved
staggered fermions on $16^3 \times 8$ lattices. We calculated the Taylor
expansion coefficients of the pressure with respect to the baryochemical
potential to the tenth order at zero, and fourth order at purely imaginary
chemical potentials. We used this data to construct rational function
approximations of the free energy. We use a rational ansatz that explicitly
satisfies the charge conjugation symmetry and the Roberge-W...",2025-07-17,2025-07-17,hep-lat,"hep-lat,cond-mat.stat-mech,hep-ph,nucl-th",Alexander Adam; Szabolcs Borsányi; Zoltan Fodor; Jana N. Guenther; Piyush Kumar; Paolo Parotto; Attila Pásztor; Chik Him Wong,,,http://arxiv.org/pdf/2507.13254v1
2507.13253v1,"Life Finds A Way: Emergence of Cooperative Structures in Adaptive
  Threshold Networks","There has been a long debate on how new levels of organization have evolved.
It might seem unlikely, as cooperation must prevail over competition. One
well-studied example is the emergence of autocatalytic sets, which seem to be a
prerequisite for the evolution of life. Using a simple model, we investigate
how varying bias toward cooperation versus antagonism shapes network dynamics,
revealing that higher-order organization emerges even amid pervasive
antagonistic interactions. In general, we ob...",2025-07-17,2025-07-17,q-bio.PE,"q-bio.PE,cs.SI",Sean P. Maley; Carlos Gershenson; Stuart A. Kauffman,,,http://arxiv.org/pdf/2507.13253v1
